,catid,coid,phesid,type,logarithm_p,r_chronotype,p_chronotype,i,true_catid
655,32,6362_22.0,6362_22.0,22,0.594593223,-0.006933489,0.254335379,655,32
656,32,20200-0.8,20200,,0.228467281,0.003269419,0.590925484,656,32
657,32,6362_23.0,6362_23.0,23,0.709408028,0.007878217,0.195250418,657,32
658,32,6362_25.0,6362_25.0,25,0.163135994,-0.002452113,0.686853327,658,32
659,32,6362_26.0,6362_26.0,26,0.17657507,0.002626194,0.665924404,659,32
660,32,6362_27.0,6362_27.0,27,0.190056727,-0.002797586,0.645569899,660,32
661,32,6362_28.0,6362_28.0,28,0.22468767,-0.003224014,0.596090677,661,32
662,32,6362_29.0,6362_29.0,29,0.073124043,-0.00118889,0.845037451,662,32
663,32,6362_30.0,6362_30.0,30,1.108623478,0.010724567,0.077871138,663,32
664,32,6362_31.0,6362_31.0,31,0.027690242,-0.00047137,0.938230956,664,32
665,32,20165_1.0,20165_1.0,1,0.63980819,-0.007314076,0.229187966,665,32
666,32,20165_3.0,20165_3.0,3,1.724354805,-0.014282677,0.018864496,666,32
667,32,20177_1.0,20177_1.0,1,0.258646012,-0.00362454,0.551256836,667,32
668,32,6773-2.0,6773,,5.15622334,-0.027332633,6.98E-06,668,32
669,32,6362_24.0,6362_24.0,24,0.162779642,-0.002447451,0.687417143,669,32
670,32,20175_5.0,20175_5.0,5,0.817757805,-0.008710365,0.152139574,670,32
671,32,20148-0.1,20148,,0.063986686,0.001049572,0.863005005,671,32
672,32,20147-0.1,20147,,0.163790709,-0.002460671,0.685818649,672,32
673,32,6362_5.0,6362_5.0,5,0.53626252,-0.006424239,0.290895819,673,32
674,32,20169_1.0,20169_1.0,1,1.691793611,-0.014112043,0.020333231,674,32
675,32,20169_5.0,20169_5.0,5,0.177016102,-0.002631852,0.665248492,675,32
676,32,20169_4.0,20169_4.0,4,0.707311024,-0.00786158,0.19619547,676,32
677,32,20169_3.0,20169_3.0,3,0.678730352,-0.007632641,0.209541307,677,32
678,32,20169_2.0,20169_2.0,2,0.913083223,-0.009402352,0.122156555,678,32
679,32,20171_2.0,20171_2.0,2,1.097285222,-0.010651051,0.079930914,679,32
680,32,20173_3.0,20173_3.0,3,0.286030515,-0.003936075,0.517570465,680,32
681,32,20171_4.0,20171_4.0,4,0.222737719,-0.003200505,0.598773099,681,32
682,32,20171_5.0,20171_5.0,5,0.72858694,-0.008029401,0.186815566,682,32
683,32,20173_1.0,20173_1.0,1,0.040774577,-0.000684621,0.910385691,683,32
684,32,20173_2.0,20173_2.0,2,0.783930996,-0.008456129,0.164463301,684,32
685,32,20173_4.0,20173_4.0,4,0.319866142,-0.00430818,0.478777638,685,32
686,32,20173_5.0,20173_5.0,5,1.66035607,-0.01394574,0.021859687,686,32
687,32,20175_1.0,20175_1.0,1,0.02324438,0.000397584,0.947884933,687,32
688,32,20175_2.0,20175_2.0,2,0.167079878,-0.002503544,0.680644159,688,32
689,32,20175_3.0,20175_3.0,3,1.249846296,-0.01161188,0.056254038,689,32
690,32,20175_4.0,20175_4.0,4,0.470830768,-0.005825572,0.338196596,690,32
691,32,20165_5.0,20165_5.0,5,0.182513361,-0.002702078,0.656880908,691,32
692,32,20171_3.0,20171_3.0,3,0.517894195,0.006259262,0.303463041,692,32
693,32,20165_4.0,20165_4.0,4,0.470830768,-0.005825572,0.338196596,693,32
694,32,20191-0.0,20191,,2.732451607,0.018934121,0.001851605,694,32
695,32,20165_2.0,20165_2.0,2,1.214848503,-0.011396663,0.060974956,695,32
696,32,20128-0.0,20128,,0.140727858,-0.002154218,0.723222855,696,32
697,32,20131-0.0,20131,,0.476297432,0.005876794,0.33396624,697,32
698,32,20177_3.0,20177_3.0,3,0.283723308,-0.003910199,0.520327395,698,32
699,32,20132-0.0,20132,,0.22199068,-0.003191483,0.599803947,699,32
700,32,20171_1.0,20171_1.0,1,1.437563902,-0.012719518,0.03651204,700,32
701,32,20149-0.1,20149,,1.230469069,-0.011493084,0.058820801,701,32
702,32,20179_2.0,20179_2.0,2,0.36318515,-0.004765853,0.433326102,702,32
703,32,20179_3.0,20179_3.0,3,0.227100304,0.003253022,0.592788399,703,32
704,32,20179_4.0,20179_4.0,4,0.406202791,-0.005201665,0.392461636,704,32
705,32,20179_5.0,20179_5.0,5,0.070397686,-0.001147566,0.850359003,705,32
706,32,20181_1.0,20181_1.0,1,0.223328598,-0.003207635,0.597958994,706,32
707,32,20181_2.0,20181_2.0,2,0.415509503,-0.005293696,0.384140854,707,32
708,32,20181_3.0,20181_3.0,3,0.121872298,0.001895613,0.755314291,708,32
709,32,20181_4.0,20181_4.0,4,0.389854308,0.005038101,0.407516964,709,32
710,32,20181_5.0,20181_5.0,5,2.347348466,-0.017280998,0.004494191,710,32
711,32,20177_2.0,20177_2.0,2,0.580440136,-0.00681189,0.262760369,711,32
712,32,20183_1.0,20183_1.0,1,0.111216654,0.001746028,0.774075543,712,32
713,32,20179_1.0,20179_1.0,1,0.314464988,-0.004249681,0.484769192,713,32
714,32,20183_3.0,20183_3.0,3,0.345732422,-0.004583854,0.451094547,714,32
715,32,20183_5.0,20183_5.0,5,2.066762374,-0.015987661,0.008575069,715,32
716,32,20185_1.0,20185_1.0,1,1.093869567,-0.010628835,0.080562036,716,32
717,32,6348-2.0,6348,,3.045704059,-0.020192656,0.000900111,717,32
718,32,6350-2.0,6350,,3.108125485,-0.020435381,0.000779605,718,32
719,32,6772-2.0,6772,,2.872747696,-0.019506456,0.001340455,719,32
720,32,20018-0.0,20018,,2.186532939,-0.016549975,0.006508292,720,32
721,32,10137-0.1,10137,,0.078219294,0.001265575,0.835181194,721,32
722,32,10138-0.1,10138,,0.286980018,0.003946705,0.51644013,722,32
723,32,10144-0.1,10144,,0.365503076,0.004789791,0.431019506,723,32
724,32,10147-0.0,10147,,0.092543115,0.001477475,0.808084703,724,32
725,32,20133-0.0,20133,,4.004313107,-0.023676674,9.90E-05,725,32
726,32,20183_4.0,20183_4.0,4,0.357472184,-0.004706621,0.439063986,726,32
727,32,20177_5.0,20177_5.0,5,1.711366413,-0.014214806,0.019437195,727,32
728,32,20183_2.0,20183_2.0,2,0.061528735,0.001011691,0.867903151,728,32
729,32,10241-0.0,10241,,0.418795066,-0.005326003,0.381245682,729,32
730,32,20153-0.0,20153,,0.425086109,0.005387601,0.375762893,730,32
731,32,20154-0.0,20154,,0.825874383,-0.008770661,0.149322625,731,32
732,32,20155-0.1,20155,,3.010247221,-0.020053645,0.000976681,732,32
733,32,20156-0.0,20156,,3.609597329,-0.022300711,0.000245699,733,32
734,32,20157-0.0,20157,,2.787601651,-0.019160859,0.001630791,734,32
735,32,20159-0.0,20159,,0.933601133,0.009546906,0.116519568,735,32
736,32,20195-0.0,20195,,1.998764688,0.015661077,0.010028485,736,32
737,32,20177_4.0,20177_4.0,4,1.012734661,-0.010091123,0.09711031,737,32
738,32,20230-0.0,20230,,2.939212142,-0.019772594,0.001150238,738,32
739,32,23322-2.0,23322,,1.08928747,0.010598979,0.081416519,739,32
740,32,23323-2.0,23323,,2.698704761,0.018794221,0.002001222,740,32
741,32,23324-2.0,23324,,3.4327425,0.021659062,0.000369196,741,32
742,32,20229-0.0,20229,,0.65673735,0.007453626,0.220425914,742,32
743,32,20246_2.0,20246_2.0,2,0.690014933,-0.007723523,0.204166774,743,32
744,32,20246_3.0,20246_3.0,3,0.29184703,-0.004001018,0.510684845,744,32
745,32,10612-0.0,10612,,0.120154138,-0.001871666,0.758308391,745,32
746,32,20023-0.0,20023,,5.432612096,-0.028144884,3.69E-06,746,32
747,32,20185_5.0,20185_5.0,5,0.284645136,0.003920546,0.519224126,747,32
748,32,20187_1.0,20187_1.0,1,0.310136633,-0.00420256,0.489624755,748,32
749,32,10609-0.0,10609,,0.120071339,-0.00187051,0.758452978,749,32
750,32,20187_3.0,20187_3.0,3,0.725114373,-0.008002158,0.188315309,750,32
751,32,20187_4.0,20187_4.0,4,0.43722247,0.005505474,0.365407562,751,32
752,32,20187_5.0,20187_5.0,5,0.432016633,0.005455066,0.369814016,752,32
753,32,20246_0.0,20246_0.0,0,1.341555636,-0.012162428,0.045545384,753,32
754,32,20246_1.0,20246_1.0,1,0.849180956,-0.008942333,0.141520399,754,32
755,32,20187_2.0,20187_2.0,2,0.113386208,0.001776694,0.770218228,755,32
756,51,20518-0.0,20518,,1.626719761,0.013766066,0.023620019,756,51
757,51,20519-0.0,20519,,21.47540239,0.058886348,3.35E-22,757,51
758,51,20520-0.0,20520,,2.151183729,0.01638567,0.007060188,758,51
759,51,20521-0.0,20521,,1.281120911,0.011801758,0.052345468,759,51
760,51,20524-0.0,20524,,0.663881503,-0.007512055,0.216829564,760,51
761,51,20523-0.0,20523,,0.642122669,0.007333247,0.227969806,761,51
762,51,20525-0.0,20525,,1.254290546,0.011639001,0.055681311,762,51
763,51,20496-0.0,20496,,1.295132242,0.011886099,0.050683635,763,51
764,51,20494-0.0,20494,,2.250317966,0.016843085,0.005619298,764,51
765,51,20522-0.0,20522,,0.963438991,-0.009754532,0.108782994,765,51
766,51,20517-0.0,20517,,1.295260334,0.011886868,0.050668689,766,51
767,51,20498-0.0,20498,,2.858753411,0.019450019,0.001384352,767,51
768,51,20515-0.0,20515,,1.054430095,0.010369888,0.088220579,768,51
769,51,20514-0.0,20514,,12.64477621,0.044576838,2.27E-13,769,51
770,51,20513-0.0,20513,,2.917342094,0.019685366,0.001209645,770,51
771,51,20512-0.0,20512,,4.406661528,0.025008901,3.92E-05,771,51
772,51,20511-0.0,20511,,10.87823617,0.041138385,1.32E-11,772,51
773,51,20510-0.0,20510,,10.51849298,0.040403608,3.03E-11,773,51
774,51,20509-0.0,20509,,3.028812411,0.020126535,0.00093581,774,51
775,51,20508-0.0,20508,,6.092388185,0.030001289,8.08E-07,775,51
776,51,20507-0.0,20507,,10.97501348,0.041333905,1.06E-11,776,51
777,51,20506-0.0,20506,,4.192525991,0.024308084,6.42E-05,777,51
778,51,20505-0.0,20505,,3.239213094,0.02093709,0.000576484,778,51
779,51,20516-0.0,20516,,1.654337789,-0.013913726,0.022164718,779,51
780,51,4620-0.0,4620,,0.417154273,0.005309881,0.382688778,780,51
781,51,20459-0.0,20459,,26.45048808,0.06560617,3.54E-27,781,51
782,51,5386-0.0,5386,,0.483806416,0.005946781,0.328241572,782,51
783,51,20497-0.0,20497,,4.409519191,0.025018133,3.89E-05,783,51
784,51,20544-0.1,20544#6,6,6.358919286,0.030721544,4.38E-07,784,51
785,51,20544-0.1,20544#7,7,4.718259022,0.025997953,1.91E-05,785,51
786,51,20491-0.0,20491,,0.350478036,0.004633653,0.446192189,786,51
787,51,20490-0.0,20490,,1.890505216,0.015129357,0.012867518,787,51
788,51,20489-0.0,20489,,5.197775173,-0.02745616,6.34E-06,788,51
789,51,20488-0.0,20488,,1.198125703,0.011292775,0.063368627,789,51
790,51,20487-0.0,20487,,1.970146436,0.015521955,0.010711581,790,51
791,51,20485-0.0,20485,,5.592645873,0.028605435,2.55E-06,791,51
792,51,20482-0.0,20482,,0.124128287,0.001926956,0.751400904,792,51
793,51,20479-0.0,20479,,8.797708944,0.036694537,1.59E-09,793,51
794,51,20492-0.0,20492,,0.029610099,0.000503021,0.934092535,794,51
795,51,20473-0.0,20473,,0.046043058,-0.000768907,0.899408406,795,51
796,51,20460-0.0,20460,,19.91384989,-0.056615052,1.22E-20,796,51
797,51,20458-0.0,20458,,20.14934767,0.0569633,7.09E-21,797,51
798,51,20454-0.0,20454,,0.304418321,0.004139974,0.496114224,798,51
799,51,20453-0.0,20453,,11.99715082,0.043346925,1.01E-12,799,51
800,51,20442-0.0,20442,,2.718805946,0.018877659,0.001910707,800,51
801,51,20440-0.0,20440,,4.42492429,0.025067848,3.76E-05,801,51
802,51,20439-0.0,20439,,0.674323142,0.00759697,0.211678553,802,51
803,51,20438-0.0,20438,,1.864330877,0.014998521,0.013666872,803,51
804,51,20436-0.0,20436,,2.416894136,0.017589235,0.003829181,804,51
805,51,20418-0.0,20418,,0.347230757,0.004599602,0.449540933,805,51
806,51,20127-0.0,20127,,10.07379419,0.03947714,8.44E-11,806,51
807,51,20467-0.0,20467,,0.652340593,0.007417532,0.22266882,807,51
808,51,20539-0.0,20539,,1.763443763,0.014485412,0.017240753,808,51
809,51,20544-0.1,20544#3,3,0.156461679,0.002364408,0.697490539,809,51
810,51,20544-0.1,20544#1,1,1.425099925,0.012648245,0.037575094,810,51
811,51,4548-0.0,4548,,4.937164379,0.026672718,1.16E-05,811,51
812,51,4537-0.0,4537,,3.989990508,0.023628003,0.000102332,812,51
813,51,4526-0.0,4526,,8.183039177,0.035279649,6.56E-09,813,51
814,51,2110-0.0,2110,,2.510443865,-0.017996825,0.003087139,814,51
815,51,2080-0.0,2080,,40.41327307,0.081574314,3.86E-41,815,51
816,51,2070-0.0,2070,,12.1033657,0.043550945,7.88E-13,816,51
817,51,2060-0.0,2060,,28.58566628,0.068289349,2.60E-29,817,51
818,51,2050-0.0,2050,,22.7937293,0.060738645,1.61E-23,818,51
819,51,20554-0.1,20554#5,5,0.659451415,0.007475855,0.219052687,819,51
820,51,20554-0.1,20554#6,6,0.848277018,0.008935715,0.141815265,820,51
821,51,20554-0.1,20554#3,3,1.83059222,0.014828509,0.014770928,821,51
822,51,20550-0.1,20550#1,1,5.570648377,0.028542538,2.69E-06,822,51
823,51,20554-0.1,20554#4,4,1.064237888,0.010434703,0.086250597,823,51
824,51,20553-0.1,20553#2,2,0.111316729,-0.001747445,0.773897192,824,51
825,51,20553-0.1,20553#6,6,0.548868532,0.006536142,0.282573524,825,51
826,51,20553-0.1,20553#3,3,0.932396809,0.009538462,0.116843132,826,51
827,51,20553-0.1,20553#1,1,0.153493453,-0.002325129,0.702273931,827,51
828,51,20553-0.1,20553#5,5,0.005547106,9.68E-05,0.987308541,828,51
829,51,20553-0.1,20553#4,4,0.867758507,0.009077648,0.135594319,829,51
830,51,20551-0.1,20551#3,3,0.233107165,0.003324868,0.584645801,830,51
831,51,20551-0.1,20551#1,1,1.649771905,0.013889399,0.022398972,831,51
832,51,20551-0.1,20551#2,2,0.285263139,-0.003927476,0.518485794,832,51
833,51,20550-0.1,20550#3,3,0.702331317,0.007821984,0.198458033,833,51
834,51,20531_1.0,20531_1.0,1,1.788968702,0.014616589,0.016256659,834,51
835,51,20554-0.1,20554#1,1,0.1887824,0.00278152,0.647466944,835,51
836,51,20495-0.0,20495,,2.127255227,0.016273672,0.007460102,836,51
837,51,20549-0.1,20549#4,4,4.445691349,0.025134726,3.58E-05,837,51
838,51,20549-0.1,20549#3,3,4.745396982,0.026082472,1.80E-05,838,51
839,51,4581-0.0,4581,,6.284121996,0.03052102,5.20E-07,839,51
840,51,4559-0.0,4559,,6.043613906,0.029867731,9.04E-07,840,51
841,51,20548-0.1,20548#6,6,0.028172277,-0.000479329,0.937190165,841,51
842,51,20548-0.1,20548#5,5,0.166111561,0.002490943,0.682163438,842,51
843,51,20548-0.1,20548#9,9,0.161250335,-0.00242742,0.689842052,843,51
844,51,20548-0.1,20548#8,8,0.440065742,0.00553291,0.363023098,844,51
845,51,20548-0.1,20548#7,7,3.718446318,0.022687594,0.000191229,845,51
846,51,20548-0.1,20548#3,3,1.71520403,0.014234886,0.019266196,846,51
847,51,20548-0.1,20548#1,1,0.403416068,0.005173957,0.394988028,847,51
848,51,20548-0.1,20548#2,2,1.576386488,0.013493726,0.026522442,848,51
849,51,20547-0.1,20547#3,3,0.013055067,0.000225809,0.970386918,849,51
850,51,4570-0.0,4570,,3.180874796,0.020715127,0.000659364,850,51
851,51,20547-0.1,20547#1,1,7.718482283,0.034173437,1.91E-08,851,51
852,51,20546-0.1,20546#4,4,5.748189262,0.029046571,1.79E-06,852,51
853,51,20546-0.1,20546#3,3,10.34734825,0.040049491,4.49E-11,853,51
854,51,20544-0.1,20544#2,2,0.067560455,0.001104341,0.855932556,854,51
855,51,20544-0.1,20544#16,16,1.089240967,-0.010598676,0.081425237,855,51
856,51,20544-0.1,20544#13,13,0.277982227,0.003845519,0.527251438,856,51
857,51,20544-0.1,20544#18,18,1.500087277,0.013072564,0.031616422,857,51
858,51,20544-0.1,20544#12,12,0.584182623,-0.006844163,0.260505788,858,51
859,51,20544-0.1,20544#10,10,0.393438523,0.005074171,0.404167583,859,51
860,51,20544-0.1,20544#17,17,0.85661972,0.008996675,0.139117024,860,51
861,51,20544-0.1,20544#4,4,1.602502767,0.013635563,0.024974525,861,51
862,51,20434-0.0,20434,,0.109799837,-0.001725944,0.776604966,862,51
863,51,20546-0.1,20546#1,1,3.016724802,0.020079103,0.000962222,863,51
864,51,20536_0.0,20536_0.0,0,1.308001415,0.011963175,0.049203793,864,51
865,51,20480-0.0,20480,,0.6182737,0.007134276,0.240838714,865,51
866,51,20536_2.0,20536_2.0,2,0.135327171,0.002080917,0.732272676,866,51
867,51,6156-0.0,6156#14,14,0.125995262,0.001952811,0.748177663,867,51
868,51,6156-0.0,6156#13,13,0.055935443,-0.000924832,0.879153191,868,51
869,51,20450-0.0,20450,,0.743372741,0.008144768,0.180562375,869,51
870,51,6156-0.0,6156#11,11,0.277933501,-0.003844968,0.527310597,870,51
871,51,20456-0.0,20456,,0.402583799,-0.005165668,0.395745697,871,51
872,51,20466-0.0,20466,,0.052882094,-0.000877023,0.885355941,872,51
873,51,20544-0.1,20544#15,15,2.379174129,0.017422623,0.004176629,873,51
874,51,20544-0.1,20544#11,11,7.703387698,0.034136923,1.98E-08,874,51
875,51,20543-0.0,20543,,0.595366694,0.006940099,0.253882816,875,51
876,51,20542-0.0,20542,,0.779742242,0.008424308,0.166057218,876,51
877,51,20541-0.0,20541,,1.936562985,0.015357394,0.011572762,877,51
878,51,20540-0.0,20540,,0.706304039,0.007853582,0.19665091,878,51
879,51,20538-0.0,20538,,0.349440684,0.004622787,0.447259234,879,51
880,51,20535-0.0,20535,,9.617583435,-0.038504468,2.41E-10,880,51
881,51,20534-0.0,20534,,7.229521864,0.032971238,5.89E-08,881,51
882,51,20533-0.0,20533,,3.058823814,0.020243883,0.000873326,882,51
883,51,20532-0.0,20532,,0.430735833,-0.005442629,0.370906263,883,51
884,51,20502-0.0,20502,,6.751251411,0.031753895,1.77E-07,884,51
885,51,20501-0.0,20501,,0.015472604,0.000266908,0.965000184,885,51
886,51,20500-0.0,20500,,5.420557681,0.028109911,3.80E-06,886,51
887,51,20499-0.0,20499,,2.896418591,0.019601598,0.00126935,887,51
888,51,20493-0.0,20493,,0.112878431,0.001769526,0.771119294,888,51
889,51,20486-0.0,20486,,0.40229555,0.005162796,0.396008447,889,51
890,51,6156-0.0,6156#15,15,0.024449597,0.000417655,0.94525809,890,51
891,51,20401-0.0,20401,,4.879232386,0.026495678,1.32E-05,891,51
892,51,20417-0.0,20417,,0.95627016,0.009704922,0.11059356,892,51
893,51,20419-0.0,20419,,0.241728851,0.003427067,0.573153765,893,51
894,51,20549-0.1,20549#1,1,2.602009773,0.01838834,0.002500289,894,51
895,51,20433-0.0,20433,,1.323070288,-0.012052961,0.04752583,895,51
896,51,20420-0.0,20420,,0.152701891,-0.002314625,0.70355509,896,51
897,51,5375-0.0,5375,,0.102238498,0.001617958,0.790244536,897,51
898,51,4609-0.0,4609,,0.120383004,0.001874859,0.757908881,898,51
899,51,20544-0.1,20544#14,14,0.714829084,0.00792113,0.192828364,899,51
900,51,20537-0.0,20537,,1.561699629,0.013413451,0.02743471,900,51
901,51,20449-0.0,20449,,0.3245583,0.004358733,0.473632723,901,51
902,51,20448-0.0,20448,,0.725285447,0.008003501,0.188241144,902,51
903,51,20447-0.0,20447,,0.813720041,-0.008680269,0.153560656,903,51
904,51,20446-0.0,20446,,7.917961761,0.034652546,1.21E-08,904,51
905,51,20484-0.0,20484,,1.925367239,-0.015302215,0.011874977,905,51
906,51,20445-0.0,20445,,0.905249005,0.009346764,0.124380127,906,51
907,51,20437-0.0,20437,,0.088908494,0.001424207,0.814875961,907,51
908,51,20435-0.0,20435,,2.097789612,0.016134879,0.007983814,908,51
909,51,20431-0.0,20431,,1.725350576,0.01428787,0.018821292,909,51
910,51,20429-0.0,20429,,0.626413238,0.007202543,0.236366956,910,51
911,51,20428-0.0,20428,,1.596478473,0.013602947,0.025323372,911,51
912,51,20427-0.0,20427,,0.370672359,-0.004842985,0.425919614,912,51
913,51,20426-0.0,20426,,0.030049686,0.000510251,0.933147537,913,51
914,51,20425-0.0,20425,,5.296734093,0.027748308,5.05E-06,914,51
915,51,20423-0.0,20423,,0.627099352,0.00720828,0.23599383,915,51
916,51,20422-0.0,20422,,0.089882989,0.001438522,0.813049546,916,51
917,51,20421-0.0,20421,,5.798271786,0.029187292,1.59E-06,917,51
918,51,20441-0.0,20441,,6.038829993,0.029854601,9.14E-07,918,51
919,51,20483-0.0,20483,,0.083401991,-0.001342862,0.825273707,919,51
920,51,20481-0.0,20481,,0.434967676,-0.005483669,0.367309638,920,51
921,51,20477-0.0,20477,,0.342847356,-0.004553464,0.454101195,921,51
922,51,20530_2.0,20530_2.0,2,1.405054757,-0.012532976,0.039350046,922,51
923,51,6156-0.0,6156#12,12,0.7247204,0.007999063,0.188486218,923,51
924,51,20531_0.0,20531_0.0,0,5.10878363,-0.02719097,7.78E-06,924,51
925,51,20531_2.0,20531_2.0,2,1.055680013,0.010378164,0.087967042,925,51
926,51,4653-0.0,4653,,1.039467746,0.010270459,0.091312925,926,51
927,51,4642-0.0,4642,,1.573295345,0.013476861,0.026711892,927,51
928,51,4631-0.0,4631,,2.453858828,0.017751232,0.003516747,928,51
929,51,4598-0.0,4598,,0.914366796,0.009411438,0.12179605,929,51
930,51,2100-0.0,2100,,5.479799422,0.028281403,3.31E-06,930,51
931,51,2090-0.0,2090,,9.395879039,0.038023173,4.02E-10,931,51
932,51,2040-0.0,2040,,4.589570108,0.025593699,2.57E-05,932,51
933,51,20126_0.0,20126_0.0,0,1.312057856,-0.011987394,0.048746355,933,51
934,51,2030-0.0,2030,,1.233909523,0.011514242,0.058356667,934,51
935,51,2010-0.0,2010,,4.4681357,0.025206824,3.40E-05,935,51
936,51,2000-0.0,2000,,3.696275558,0.022609271,0.000201245,936,51
937,51,1990-0.0,1990,,4.054427677,0.023846267,8.82E-05,937,51
938,51,1980-0.0,1980,,1.29220999,-0.011868545,0.051025822,938,51
939,51,1970-0.0,1970,,1.385283119,0.012418491,0.041182896,939,51
940,51,1960-0.0,1960,,29.65399508,0.069593284,2.22E-30,940,51
941,51,1950-0.0,1950,,0.621049306,0.007157598,0.239304406,941,51
942,51,1940-0.0,1940,,24.13752713,0.062570963,7.29E-25,942,51
943,51,1930-0.0,1930,,23.28129087,0.061409703,5.23E-24,943,51
944,51,1920-0.0,1920,,14.58915295,0.04808595,2.58E-15,944,51
945,51,20536_3.0,20536_3.0,3,0.277466324,0.003839686,0.527878138,945,51
946,51,2020-0.0,2020,,11.60845313,0.042592249,2.46E-12,946,51
947,51,20536_1.0,20536_1.0,1,3.887352734,0.023276552,0.000129613,947,51
948,51,20126_1.0,20126_1.0,1,0.505796891,-0.006149327,0.312034856,948,51
949,51,20126_3.0,20126_3.0,3,3.758566943,0.02282872,0.000174354,949,51
950,51,20471-0.0,20471,,0.599950073,-0.006979198,0.251217522,950,51
951,51,20463-0.0,20463,,0.021038765,0.00036072,0.952711123,951,51
952,51,20544-0.1,20544#5,5,0.535663247,0.006418893,0.291297497,952,51
953,51,6156-0.0,6156#100,100,0.240636084,0.003414173,0.574597743,953,51
954,51,5674-0.0,5674,,0.476495962,-0.00587865,0.333813609,954,51
955,51,20530_1.0,20530_1.0,1,0.89336374,0.00926201,0.127831022,955,51
956,51,20530_0.0,20530_0.0,0,3.36198768,-0.021397598,0.000434523,956,51
957,51,20529_2.0,20529_2.0,2,0.032769914,-0.00055484,0.927320982,957,51
958,51,20529_1.0,20529_1.0,1,7.113884665,0.032680822,7.69E-08,958,51
959,51,20529_0.0,20529_0.0,0,9.736027421,-0.038759248,1.84E-10,959,51
960,51,20528_2.0,20528_2.0,2,0.168236835,0.002518576,0.678833341,960,51
961,51,20126_2.0,20126_2.0,2,0.152688949,-0.002314453,0.703576056,961,51
962,51,20528_1.0,20528_1.0,1,0.275089208,-0.003812767,0.530775407,962,51
963,51,20527_2.0,20527_2.0,2,0.934528667,-0.009553406,0.11627098,963,51
964,51,20527_1.0,20527_1.0,1,0.97490358,-0.009833514,0.105948892,964,51
965,51,20527_0.0,20527_0.0,0,1.787786573,-0.014610535,0.016300969,965,51
966,51,20526_2.0,20526_2.0,2,0.339738959,-0.004520622,0.457363014,966,51
967,51,20526_1.0,20526_1.0,1,2.864335764,0.019472549,0.001366672,967,51
968,51,20526_0.0,20526_0.0,0,5.070981158,-0.027077598,8.49E-06,968,51
969,51,20411_2.0,20411_2.0,2,0.334348624,0.004463426,0.463075044,969,51
970,51,20411_1.0,20411_1.0,1,0.808593124,0.008641958,0.155384207,970,51
971,51,20411_0.0,20411_0.0,0,3.26063862,-0.021018092,0.000548733,971,51
972,51,20126_5.0,20126_5.0,5,0.090003408,-0.001440289,0.812824137,972,51
973,51,20126_4.0,20126_4.0,4,0.409846828,0.005237792,0.389182382,973,51
974,51,20528_0.0,20528_0.0,0,2.000352369,-0.015668766,0.00999189,974,51
975,51,20455-0.0,20455,,3.510974679,0.021944948,0.000308337,975,51
